FechaCierre,Descripcion,Estado,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,EmailResponsablePago
2025-10-07T08:00:00,CONSERVACION RED PRIMARIA COLECTOR 10 TEMUCO,Activa,Servicio de Impuestos Internos,Unidad de Compras,Valparaíso,Región del Libertador General Bernardo O'Higgins,Juan Pérez,Administrador de Contratos,3,Mixto,120919.0,Compra Agilizada,juan.pérez@municipalidad.cl
2025-10-08T11:00:00,"CONSERVACIÓN RED PRIMARIA DE AGUAS LLUVIAS, CIUDAD",Activa,Servicio Nacional de Salud,Departamento de Adquisiciones,Punta Arenas,Región de Atacama,Isabel Sánchez,Jefe de Compras,1,Público,31246.0,Licitación Pública,isabel.sánchez@municipalidad.cl
2025-10-08T12:00:00,"CONSERVACIÓN DEFENSAS FLUVIALES RÍO AYSÉN, SECTOR ",Activa,Dirección del Trabajo,Unidad de Compras,Las Condes,Región Aysén del General Carlos Ibáñez del Campo,Isabel Sánchez,Analista de Compras,3,Mixto,114563.0,Licitación Pública,isabel.sánchez@municipalidad.cl
2025-10-10T10:00:00,CONSERVACIÓN OBRAS DE RIEGO FISCAL REGIÓN DE AYSÉN,Activa,Servicio de Impuestos Internos,Unidad de Compras,Ñuñoa,Región de Los Ríos,Luis Fernández,Jefe de Compras,1,Público,21083.0,Subasta Inversa,luis.fernández@gobierno.cl
2025-10-06T15:00:00,SERVICIO DE LIMPIEZA Y DESCEPE PARA REHABILITACIÓN DEL RÍO TRANQUILO COMUNA DE RÍO IBÁÑEZ,Activa,Instituto de Previsión Social,División de Compras,Antofagasta,Región de Coquimbo,Luis Fernández,Coordinador de Adquisiciones,3,Mixto,603714.0,Licitación Pública,luis.fernández@gob.cl
2025-10-06T15:00:00,SERVICIO DE MAQUINARIA PARA REHABILITACIÓN  Y ENCAUZAMIENTO  RIO MOSCO VILLA O’HIGGINS COMUNA DE O’HIGGINS AÑO 2025 ETAPA II,Activa,Ministerio de Salud,Departamento de Adquisiciones,Antofagasta,Región Metropolitana,Mónica Herrera,Especialista en Compras,1,Público,74105.0,Licitación Pública,mónica.herrera@gobierno.cl
2025-10-20T15:00:00,TÉRMINO DE OBRAS APR SAN MANUEL MELIPILLA,Activa,Municipalidad de Valparaíso,División de Compras,Punta Arenas,Región de La Araucanía,Juan Pérez,Supervisor de Contratos,1,Público,84528.0,Trato Directo,juan.pérez@municipalidad.cl
2025-11-05T12:00:00,REPOSICIÓN CENTRO CERRADO DE ANTOFAGASTA,Activa,Servicio de Impuestos Internos,Área de Contrataciones,Concepción,Región Metropolitana,Fernando Ramírez,Jefe de Compras,2,Privado,1822414.0,Compra Agilizada,fernando.ramírez@gobierno.cl
2025-12-10T12:00:00,Restauración Basílica Corazón de María de Antofaga,Activa,Servicio Nacional del Consumidor,Sección de Licitaciones,Concepción,Región de Valparaíso,Mónica Herrera,Jefe de Compras,3,Mixto,217270.0,Licitación Privada,mónica.herrera@gob.cl
2025-11-18T15:00:00,CENT. ONCOLÓGICO NUESTROS HIJOS-SEGUNDO LLAMADO ,Activa,Gobierno Regional del Biobío,Unidad de Compras,Punta Arenas,Región de Tarapacá,Luis Fernández,Coordinador de Adquisiciones,2,Privado,37088.0,Subasta Inversa,luis.fernández@gobierno.cl
,Consultoría de diseño CONSTRUCCION CENTRO CERRADO CENTENARIO DE LA REGION METROPOLITANA,Activa,Servicio de Impuestos Internos,Área de Contrataciones,Ñuñoa,Región de Atacama,Ana Rodríguez,Jefe de Compras,1,Público,52647.0,Convenio Marco,ana.rodríguez@gobierno.cl
2025-10-22T11:00:00,REST. Y MUSEOGRAFIA LONDRES 38 - SEGUNDO LLAMADO,Activa,Fiscalía Nacional,Unidad de Compras,Santiago,Región Metropolitana,Juan Pérez,Jefe de Compras,3,Mixto,308553.0,Convenio Marco,juan.pérez@gobierno.cl
2025-10-07T15:00:00,ASESORÍA Y CONSULTORÍA MONITOREO GLACIARES,Activa,Gobierno Regional de Valparaíso,Sección de Licitaciones,Providencia,Región Metropolitana,Fernando Ramírez,Encargado de Licitaciones,2,Privado,99507.0,Licitación Pública,fernando.ramírez@gob.cl
2025-10-13T16:00:00,AMPLIACIÓN Y CONSTRUCCIÓN RED PIEZOMETRICA AYSEN,Activa,Gobierno Regional de Valparaíso,División de Compras,Antofagasta,Región de Los Ríos,Carlos Silva,Supervisor de Contratos,3,Mixto,17322.0,Convenio Marco,carlos.silva@gobierno.cl
2025-10-13T16:00:00,AMPLIACIÓN CONSTRUCCIÓN RED PIEZOMETRICA CISNES,Activa,Ministerio de Obras Públicas,Departamento de Adquisiciones,Santiago,Región de Magallanes y de la Antártica Chilena,Fernando Ramírez,Supervisor de Contratos,2,Privado,11880.0,Licitación Privada,fernando.ramírez@gobierno.cl
2025-10-06T15:05:00,SERVICIO DE ARRIENDO DE SKIDDER SOBRE CAMIÓN DE TRANSPORTE DEPARTAMENTO DE PROTECCIÓN CONTRA INCENDIOS FORESTALES REGIÓN DE ÑUBLE TEMPORADAS 2025-2026  2026-2027,Activa,Ministerio de Salud,Área de Contrataciones,Punta Arenas,Región Metropolitana,Isabel Sánchez,Encargado de Licitaciones,3,Mixto,158931.0,Licitación Privada,isabel.sánchez@municipalidad.cl
2025-10-10T18:00:00,Arriendo de Vehículos SAG Región de Coquimbo,Activa,Ministerio de Salud,Departamento de Adquisiciones,Temuco,Región de Valparaíso,Carmen Díaz,Administrador de Contratos,2,Privado,2737.0,Licitación Privada,carmen.díaz@municipalidad.cl
2025-10-06T15:02:00,8305 Arriendo de Equinos Biobío-Queuco,Activa,Municipalidad de Concepción,Departamento de Adquisiciones,Santiago,Región del Biobío,Patricia López,Especialista en Compras,2,Privado,193625.0,Trato Directo,patricia.lópez@gob.cl
2025-10-13T15:04:00,VC-Recuperación Mantención de Techumbre SAG LABORA,Activa,Fiscalía Nacional,División de Compras,Viña del Mar,Región de Los Ríos,Fernando Ramírez,Administrador de Contratos,1,Público,135748.0,Licitación Pública,fernando.ramírez@gob.cl
2025-10-14T10:00:00,Mej. Esp. Pub. Eje Alameda Bandejón Central T1,Activa,Gobierno Regional del Biobío,Departamento de Adquisiciones,Punta Arenas,Región de Antofagasta,Ana Rodríguez,Coordinador de Adquisiciones,2,Privado,81722.0,Licitación Pública,ana.rodríguez@municipalidad.cl
2025-10-16T10:00:00,Mej. Esp. Pub. Eje Alameda Bandejón Central T2,Activa,Instituto de Previsión Social,Unidad de Compras,Chillán,Región del Libertador General Bernardo O'Higgins,Fernando Ramírez,Especialista en Compras,3,Mixto,361427.0,Convenio Marco,fernando.ramírez@municipalidad.cl
2025-10-17T10:00:00,Plaza Oriente Comuna de Santiago,Activa,Municipalidad de Concepción,Área de Contrataciones,Viña del Mar,Región del Maule,Isabel Sánchez,Especialista en Compras,3,Mixto,76683.0,Subasta Inversa,isabel.sánchez@gobierno.cl
2025-10-23T10:00:00,Mejoramiento Espacio Público Portal Edwards,Activa,Municipalidad de Valparaíso,División de Compras,Santiago,Región de Los Lagos,Juan Pérez,Encargado de Licitaciones,2,Privado,59714.0,Licitación Pública,juan.pérez@gobierno.cl
2025-10-22T10:00:00,Mejoramiento Salida Metro Universidad Católica,Activa,Gobierno Regional del Biobío,Sección de Licitaciones,Temuco,Región de Magallanes y de la Antártica Chilena,Roberto Martínez,Administrador de Contratos,1,Público,84973.0,Convenio Marco,roberto.martínez@gobierno.cl
2025-10-24T10:00:00,"Plazoleta Gratitud Nacional, Comuna de Santiago",Activa,Instituto de Previsión Social,División de Compras,Providencia,Región del Maule,Patricia López,Supervisor de Contratos,2,Privado,101352.0,Compra Agilizada,patricia.lópez@gobierno.cl
2025-10-21T10:00:00,"Plazoleta Tucapel Jiménez, Comuna de Santiago",Activa,Dirección del Trabajo,Departamento de Adquisiciones,La Serena,Región de Tarapacá,Juan Pérez,Jefe de Compras,2,Privado,1374812.0,Subasta Inversa,juan.pérez@gob.cl
2025-10-10T10:00:00,Cons.Infra.Vial STPM Ejes Crít. Río Douro y otros,Activa,Gobierno Regional de Valparaíso,Departamento de Adquisiciones,Antofagasta,Región de Tarapacá,Carlos Silva,Administrador de Contratos,2,Privado,7738234.0,Licitación Privada,carlos.silva@municipalidad.cl
2025-10-23T10:00:00,Norm. y Modern. Red Eléctrica Edificios Serviu R.M,Activa,Municipalidad de Concepción,División de Compras,Las Condes,Región del Libertador General Bernardo O'Higgins,Fernando Ramírez,Jefe de Compras,1,Público,87803.0,Convenio Marco,fernando.ramírez@gob.cl
2025-10-14T15:00:00,ADQUSICIÓN DE FORMALINA 10% DIFERENTES PRESENTAC.,Activa,Servicio Nacional de Salud,División de Compras,Providencia,Región de Antofagasta,Roberto Martínez,Supervisor de Contratos,1,Público,93563.0,Subasta Inversa,roberto.martínez@gob.cl
2025-10-10T15:00:00,91-25 SUMINISTRO MATERIALES ELÉCTRICOS CAPLC,Activa,Instituto de Previsión Social,Área de Contrataciones,Temuco,Región del Biobío,Patricia López,Encargado de Licitaciones,1,Público,285469.0,Licitación Pública,patricia.lópez@gobierno.cl
2025-10-14T15:00:00,98-25 MANTENIMIENTO EQ. MÉDICOS OFTA-URO-DERMA,Activa,Gobierno Regional de Valparaíso,Unidad de Compras,Concepción,Región de Los Lagos,Juan Pérez,Supervisor de Contratos,2,Privado,137116.0,Licitación Privada,juan.pérez@gobierno.cl
2025-10-13T15:30:00,LIC 106-25 HORAS ENFERMERIA Y TENS CAPLC,Activa,Ministerio de Salud,Sección de Licitaciones,Antofagasta,Región del Libertador General Bernardo O'Higgins,Roberto Martínez,Supervisor de Contratos,3,Mixto,325690.0,Compra Agilizada,roberto.martínez@municipalidad.cl
2025-10-14T15:00:00,63-25 SUM. DE IMPLANTES ARTROSCOPIA CADERA CAPLC,Activa,Ministerio de Salud,División de Compras,Punta Arenas,Región del Maule,Patricia López,Coordinador de Adquisiciones,2,Privado,19502.0,Convenio Marco,patricia.lópez@gob.cl
2025-10-17T15:30:00,LIC 97-25 CINTA DE GLICEMIA Y AGUJAS DE SEGURIDAD,Activa,Servicio Nacional del Consumidor,Sección de Licitaciones,Ñuñoa,Región de Los Ríos,Ana Rodríguez,Especialista en Compras,2,Privado,99454.0,Licitación Privada,ana.rodríguez@municipalidad.cl
2025-10-21T15:30:00,LIC 85-25 MEDIOS DE CULTIVO MICROBIOLOGICOS CAPLC,Activa,Ministerio de Obras Públicas,Área de Contrataciones,Las Condes,Región Aysén del General Carlos Ibáñez del Campo,Isabel Sánchez,Encargado de Licitaciones,1,Público,668350.0,Convenio Marco,isabel.sánchez@municipalidad.cl
2025-10-07T12:00:00,CONSTRUCCIÓN CANCHA DE RUGBY PASTO NATURAL Y POZO PROFUNDO CHILLÁN,Activa,Municipalidad de Santiago,Unidad de Compras,La Serena,Región Aysén del General Carlos Ibáñez del Campo,Juan Pérez,Analista de Compras,3,Mixto,36295.0,Subasta Inversa,juan.pérez@gob.cl
2025-11-06T12:00:00,CONTRATO DE ARRIENDO DE VEHÍCULOS CAMIONETAS Y SUV,Activa,Servicio Nacional del Consumidor,Área de Contrataciones,Talca,Región de Valparaíso,Patricia López,Encargado de Licitaciones,1,Público,24636.0,Convenio Marco,patricia.lópez@gob.cl
2025-10-13T17:15:00,SUMINISTRO DE ESPECIALIDAD DE GASTRONOMIA,Activa,Ministerio de Obras Públicas,División de Compras,Concepción,Región del Biobío,María González,Jefe de Compras,3,Mixto,505639.0,Licitación Pública,maría.gonzález@municipalidad.cl
2025-10-10T15:05:00,ADQUISICIÓN DE VAQUILLAS RAZA ANGUS ROJO,Activa,Ministerio de Salud,Unidad de Compras,Temuco,Región de Los Lagos,Ana Rodríguez,Administrador de Contratos,1,Público,274182.0,Subasta Inversa,ana.rodríguez@gob.cl
2025-10-06T15:00:00,CET OSORNO REQUIERE EQUIPO ELECTROGENO PANADERIA,Activa,Municipalidad de Santiago,Departamento de Adquisiciones,Antofagasta,Región de Valparaíso,María González,Analista de Compras,3,Mixto,33402.0,Compra Agilizada,maría.gonzález@municipalidad.cl
2025-10-21T17:00:00,SERV. SUMINISTRO DE GGSS UNIDADES DR VALPARAÍSO,Activa,Servicio Nacional del Consumidor,División de Compras,Talca,Región del Biobío,Isabel Sánchez,Analista de Compras,3,Mixto,2002589.0,Trato Directo,isabel.sánchez@gobierno.cl
2025-10-07T15:30:00,143.25 “SERVICIO DE TRASLADO DE USUARIOS A CENTROS DE DIALISIS DE TEMUCO Y PADRE LAS CASAS”,Activa,Dirección del Trabajo,Área de Contrataciones,Valparaíso,Región de Los Lagos,María González,Analista de Compras,3,Mixto,65872.0,Licitación Pública,maría.gonzález@gob.cl
2025-10-08T15:30:00,155.25 “SERVICIO DE GUARDIAS DE SEGURIDAD PARA EL MACROCENTRO REGULADOR SAMU SSAS”,Activa,Fiscalía Nacional,Unidad de Compras,Viña del Mar,Región de Atacama,Patricia López,Encargado de Licitaciones,1,Público,191923.0,Convenio Marco,patricia.lópez@gob.cl
2025-10-09T15:30:00,Lic. 163.25 Adq. impresoras box H. Carahue,Activa,Ministerio de Educación,División de Compras,Maipú,Región de Coquimbo,Isabel Sánchez,Administrador de Contratos,1,Público,852632.0,Trato Directo,isabel.sánchez@gobierno.cl
2025-10-20T15:30:00,LIC. 165.25ADQ. FARMACOS PROGRAMA DE LA MUJER APS,Activa,Ministerio de Educación,División de Compras,Talca,Región Metropolitana,Diego Morales,Especialista en Compras,2,Privado,65206.0,Licitación Pública,diego.morales@gob.cl
2025-10-13T15:30:00,156.25 MANT. CORRECTIVA Y PREVENTIVA GENERADOR,Activa,Municipalidad de Santiago,Área de Contrataciones,Valparaíso,Región de Magallanes y de la Antártica Chilena,María González,Jefe de Compras,1,Público,29690.0,Subasta Inversa,maría.gonzález@municipalidad.cl
2025-10-21T15:30:00,159.25 CONSTRUCCIÓN UNIDAD DE CUIDADOS PEDIÁTRICOS DE APOYO HOSPITAL HHA TEMUCO” DISEÑO,Activa,Fiscalía Nacional,División de Compras,Chillán,Región de Los Lagos,Carmen Díaz,Analista de Compras,3,Mixto,35966.0,Compra Agilizada,carmen.díaz@gobierno.cl
2025-10-14T15:30:00,LIC. 158.25 COMPRA DE PASTAS DENTALES INFANTILES,Activa,Servicio de Impuestos Internos,División de Compras,Rancagua,Región de Atacama,Luis Fernández,Supervisor de Contratos,3,Mixto,791341.0,Trato Directo,luis.fernández@municipalidad.cl
2025-10-14T16:00:00,DISPOSICION FINAL DE RSD COMUNA DE CASABLANCA,Activa,Dirección del Trabajo,Unidad de Compras,Rancagua,Región del Maule,Carlos Silva,Supervisor de Contratos,1,Público,10391.0,Licitación Pública,carlos.silva@gobierno.cl
2025-10-21T16:00:00,ARRIENDO HORAS MAQUINARIAS Y CAMIONES,Activa,Ministerio de Salud,Área de Contrataciones,Santiago,Región Aysén del General Carlos Ibáñez del Campo,Mónica Herrera,Especialista en Compras,3,Mixto,1766117.0,Convenio Marco,mónica.herrera@gob.cl
2025-10-22T16:00:00,BASE GRANULAR ,Activa,Municipalidad de Valparaíso,Área de Contrataciones,Punta Arenas,Región de La Araucanía,Carmen Díaz,Analista de Compras,3,Mixto,343181.0,Convenio Marco,carmen.díaz@municipalidad.cl
2025-10-16T15:00:00,REPOSICION DE AMBULANCIAS PARA EL HOSPITAL REGIONAL DR. JUAN NOE CREVANI BIP 40059701-0,Activa,Municipalidad de Santiago,Departamento de Adquisiciones,Chillán,Región de Magallanes y de la Antártica Chilena,Diego Morales,Supervisor de Contratos,1,Público,126658.0,Licitación Privada,diego.morales@municipalidad.cl
2025-10-10T15:00:00,REPOSICIÓN DE EQUIPO DE DIÁLISIS PACIENTE AGUDO PARA CR DIÁLISIS CÓDIGO BIP 40051460-0 AÑO 2025 OT N°1060,Activa,Instituto de Previsión Social,División de Compras,Providencia,Región de Antofagasta,Luis Fernández,Supervisor de Contratos,1,Público,397180.0,Trato Directo,luis.fernández@municipalidad.cl
2025-10-13T15:30:00,ADQUISICIÓN DE EQUIPOS COMPUTACIONALES PARA LA CONSTRUCCIÓN DEL CENTRO DE SALUD AMBIENTAL CÓDIGO BIP 30400725-0”.,Activa,Instituto de Previsión Social,División de Compras,Valparaíso,Región de Valparaíso,Mónica Herrera,Analista de Compras,2,Privado,74278.0,Trato Directo,mónica.herrera@gobierno.cl
2025-10-06T16:00:00,IMPEDANCIOMETRO RONDAS MÉDICAS,Activa,Ministerio de Obras Públicas,Unidad de Compras,Santiago,Región de Atacama,Roberto Martínez,Analista de Compras,2,Privado,72773.0,Licitación Pública,roberto.martínez@municipalidad.cl
2025-10-15T15:00:00,Construcción Posta de Salud Rural La Poza Nuevo llamado,Activa,Dirección del Trabajo,Departamento de Adquisiciones,Chillán,Región de Tarapacá,Isabel Sánchez,Especialista en Compras,1,Público,86713.0,Compra Agilizada,isabel.sánchez@gobierno.cl
2025-11-17T15:01:00,Construcción Sala de Acogida Intercultural Sruka Hospital Base San José Osorno,Activa,Superintendencia de Educación,Unidad de Compras,Valparaíso,Región de Valparaíso,Diego Morales,Analista de Compras,2,Privado,480926.0,Licitación Pública,diego.morales@gobierno.cl
2025-10-23T17:00:00,Construcción Centro de Diálisis Hospital Vicuña,Activa,Gobierno Regional del Biobío,Sección de Licitaciones,Punta Arenas,Región de Atacama,Isabel Sánchez,Administrador de Contratos,1,Público,166933.0,Trato Directo,isabel.sánchez@gobierno.cl
2025-10-10T16:30:00,Adquisicion de Equipamiento PSR Caleta Los Hornos,Activa,Superintendencia de Educación,División de Compras,Temuco,Región de Antofagasta,Mónica Herrera,Administrador de Contratos,1,Público,876573.0,Convenio Marco,mónica.herrera@municipalidad.cl
2025-10-22T16:30:00,ADQUISICIÓN EQUIPOS ESTERILIZACIÓN Y DENTAL,Activa,Servicio Nacional de Salud,Departamento de Adquisiciones,Rancagua,Región Metropolitana,Juan Pérez,Jefe de Compras,1,Público,15897.0,Compra Agilizada,juan.pérez@municipalidad.cl
2025-10-13T16:30:00,ADQUISICIÓN COMPUTADORES PARA: CESFAM CURANIPE CESFAM MAULE NORTE Y CESFAM VICHUQUÉN,Activa,Dirección del Trabajo,Unidad de Compras,Talca,Región de Tarapacá,Fernando Ramírez,Especialista en Compras,2,Privado,23013.0,Trato Directo,fernando.ramírez@municipalidad.cl
2025-10-27T19:45:00,ADQ. EQUIPOS DIALISIS  HOSP. TOCOPILLA PP-111,Activa,Fiscalía Nacional,Departamento de Adquisiciones,Providencia,Región del Maule,Fernando Ramírez,Analista de Compras,1,Público,20665.0,Licitación Pública,fernando.ramírez@gobierno.cl
2025-10-09T19:30:00,SERV. PROF. ENFERMERA ONCOLOG. HOSP. TALTAL PP-113,Activa,Servicio Nacional de Salud,Unidad de Compras,Talca,Región de Tarapacá,Carlos Silva,Supervisor de Contratos,1,Público,1551243.0,Compra Agilizada,carlos.silva@gobierno.cl
2025-10-06T15:00:00,DISEÑO ARQ. ING. Y ESPECIALIDADES PROY. SAMU,Activa,Gobierno Regional de Valparaíso,Unidad de Compras,Antofagasta,Región de Valparaíso,Mónica Herrera,Jefe de Compras,2,Privado,1360544.0,Subasta Inversa,mónica.herrera@gob.cl
2025-10-09T15:00:00,Asesoria Obras Civiles Posta Salud Rural Casma Frutillar,Activa,Ministerio de Educación,Área de Contrataciones,Punta Arenas,Región de La Araucanía,Mónica Herrera,Jefe de Compras,2,Privado,3462.0,Trato Directo,mónica.herrera@gobierno.cl
2025-10-27T15:00:00,REPOSICION RESONADOR MAGNETICO Y ADQUISICION CARRO,Activa,Fiscalía Nacional,Área de Contrataciones,Valparaíso,Región de Valparaíso,Diego Morales,Supervisor de Contratos,2,Privado,126764.0,Trato Directo,diego.morales@municipalidad.cl
2025-10-23T18:00:00,ADQUISICIÓN VENTILADORES MECÁNICOS HETG,Activa,Dirección del Trabajo,Sección de Licitaciones,Temuco,Región de Magallanes y de la Antártica Chilena,Ana Rodríguez,Coordinador de Adquisiciones,2,Privado,8612.0,Subasta Inversa,ana.rodríguez@gob.cl
2025-11-05T15:00:00,DISEÑO ARQUITECTÓNICO Y ESPECIALIDADES CONSTRUCCIÓN CON RELOCALIZACIÓN CESFAM COLCHANE,Activa,Servicio Nacional de Salud,Departamento de Adquisiciones,Talca,Región Metropolitana,María González,Administrador de Contratos,3,Mixto,145140.0,Convenio Marco,maría.gonzález@municipalidad.cl
2025-10-09T15:00:00,ADQUISICIÓN GRUPOS ELECTRÓGENOS HETG,Activa,Municipalidad de Concepción,Área de Contrataciones,Temuco,Región de La Araucanía,Mónica Herrera,Encargado de Licitaciones,2,Privado,68437.0,Subasta Inversa,mónica.herrera@gobierno.cl
2025-10-16T15:00:00,ADQUISICIÓN ECÓGRAFO PORTÁTIL PARA GINECOLOGÍA,Activa,Ministerio de Educación,División de Compras,La Serena,Región de Tarapacá,Patricia López,Administrador de Contratos,1,Público,12811.0,Convenio Marco,patricia.lópez@gob.cl
2025-10-16T15:00:00,REPOSICION Y ADQ. MONITOR DESFIBRILADOR SAMU,Activa,Dirección del Trabajo,Departamento de Adquisiciones,Punta Arenas,Región del Biobío,Mónica Herrera,Administrador de Contratos,2,Privado,382971.0,Licitación Privada,mónica.herrera@gobierno.cl
2025-11-03T18:00:00,REPOSICION ECOGRAFOS PORTATILES HETG,Activa,Gobierno Regional del Biobío,División de Compras,La Serena,Región de Magallanes y de la Antártica Chilena,Mónica Herrera,Supervisor de Contratos,1,Público,93634.0,Licitación Pública,mónica.herrera@gobierno.cl
2025-10-27T15:00:00,Reposición y Adquisición de Camas Eléctricas para el HETG Códigos BIP: 40064350-0 40064243-0 y 40063944-0.,Activa,Ministerio de Salud,Sección de Licitaciones,Providencia,Región de Magallanes y de la Antártica Chilena,Mónica Herrera,Jefe de Compras,1,Público,132811.0,Convenio Marco,mónica.herrera@gob.cl
2025-10-10T15:00:00,CENTRALES DE MONITOREO Y MONITORES HETG,Activa,Instituto de Previsión Social,Área de Contrataciones,Maipú,Región Aysén del General Carlos Ibáñez del Campo,Mónica Herrera,Administrador de Contratos,3,Mixto,548194.0,Licitación Pública,mónica.herrera@gobierno.cl
2025-10-06T15:00:00,Pantallas Interactivas 2025,Activa,Municipalidad de Concepción,Sección de Licitaciones,La Serena,Región del Libertador General Bernardo O'Higgins,Ana Rodríguez,Administrador de Contratos,1,Público,65288.0,Licitación Pública,ana.rodríguez@gob.cl
2025-10-13T15:01:00,Ceremonia de Titulación Generación 2025,Activa,Gobierno Regional de Valparaíso,Área de Contrataciones,Maipú,Región de Valparaíso,Carlos Silva,Encargado de Licitaciones,3,Mixto,56486.0,Compra Agilizada,carlos.silva@municipalidad.cl
2025-10-22T15:00:00,Uniformes institucionales 2025-2026,Activa,Servicio de Impuestos Internos,Departamento de Adquisiciones,La Serena,Región de Tarapacá,Carmen Díaz,Encargado de Licitaciones,2,Privado,10061.0,Licitación Privada,carmen.díaz@municipalidad.cl
2025-10-07T15:30:00,Arriendo de equipos de encuadernación y empaste,Activa,Gobierno Regional del Biobío,División de Compras,Ñuñoa,Región de La Araucanía,Luis Fernández,Analista de Compras,2,Privado,8854.0,Licitación Privada,luis.fernández@gobierno.cl
2025-10-08T15:30:00,Adquisición Licencias Adobe Pro y Creative Cloud,Activa,Municipalidad de Concepción,Área de Contrataciones,Punta Arenas,Región de Coquimbo,Luis Fernández,Encargado de Licitaciones,2,Privado,160521.0,Subasta Inversa,luis.fernández@gob.cl
2025-11-05T15:00:00,Servicio de Autorización y captura Electrónica,Activa,Instituto de Previsión Social,Área de Contrataciones,Ñuñoa,Región de Coquimbo,Roberto Martínez,Supervisor de Contratos,1,Público,52301.0,Subasta Inversa,roberto.martínez@gobierno.cl
2025-10-06T15:00:00,Software control asistencia y disp. de marcación,Activa,Servicio de Impuestos Internos,División de Compras,La Serena,Región de Los Ríos,Isabel Sánchez,Analista de Compras,1,Público,258531.0,Trato Directo,isabel.sánchez@municipalidad.cl
2025-10-06T15:00:00,Adq. Mobiliario Urbano de Reposición y Mantención,Activa,Ministerio de Obras Públicas,Área de Contrataciones,Rancagua,Región Metropolitana,Roberto Martínez,Analista de Compras,1,Público,48854.0,Trato Directo,roberto.martínez@municipalidad.cl
2025-10-06T15:00:00,Adq. Especies Ornamentales Programa-Proyecto Obras,Activa,Gobierno Regional del Biobío,División de Compras,Antofagasta,Región de La Araucanía,Fernando Ramírez,Coordinador de Adquisiciones,2,Privado,238286.0,Convenio Marco,fernando.ramírez@gobierno.cl
2025-10-16T15:00:00,Construcción 94 reductores de velocidad,Activa,Superintendencia de Educación,Sección de Licitaciones,Maipú,Región del Biobío,María González,Especialista en Compras,3,Mixto,114998.0,Licitación Pública,maría.gonzález@gob.cl
2025-10-16T15:00:00,Construcción punto limpio en Estadio Lo Blanco,Activa,Servicio Nacional del Consumidor,Área de Contrataciones,Temuco,Región de Antofagasta,Ana Rodríguez,Encargado de Licitaciones,1,Público,37177.0,Trato Directo,ana.rodríguez@gob.cl
2025-10-20T15:00:00,Construcción Multicancha Aguas Marinas El Bosque.,Activa,Ministerio de Educación,Área de Contrataciones,Ñuñoa,Región de Valparaíso,Isabel Sánchez,Administrador de Contratos,1,Público,590792.0,Convenio Marco,isabel.sánchez@municipalidad.cl
2025-10-10T15:00:00,Adq. de materiales para multicanchas,Activa,Servicio Nacional de Salud,Área de Contrataciones,Viña del Mar,Región del Maule,Carlos Silva,Analista de Compras,2,Privado,217174.0,Licitación Privada,carlos.silva@gob.cl
2025-10-08T15:00:00,2do llamado Abastecimiento agua potable y alcantarillado de Aguas Andinas frente al N.º 1221.,Activa,Servicio de Impuestos Internos,División de Compras,Santiago,Región de Magallanes y de la Antártica Chilena,Patricia López,Analista de Compras,1,Público,13194.0,Compra Agilizada,patricia.lópez@gob.cl
2025-10-13T15:10:00,Adq. Materiales para Veredas en Distintos ptos,Activa,Gobierno Regional del Biobío,Sección de Licitaciones,Talca,Región Metropolitana,Fernando Ramírez,Administrador de Contratos,1,Público,216278.0,Compra Agilizada,fernando.ramírez@gobierno.cl
2025-10-10T15:00:00,Adquisición de materiales y servicio para Estadio Lo Blanco – Recintos Municipales,Activa,Instituto de Previsión Social,Unidad de Compras,Talca,Región de Los Lagos,María González,Especialista en Compras,1,Público,169895.0,Licitación Pública,maría.gonzález@gob.cl
2025-10-13T15:15:00,Adquisición de estabilizado para Veredas,Activa,Ministerio de Educación,Área de Contrataciones,Chillán,Región Aysén del General Carlos Ibáñez del Campo,Roberto Martínez,Coordinador de Adquisiciones,3,Mixto,67083.0,Licitación Pública,roberto.martínez@gob.cl
2025-10-23T15:00:00,Mejoramiento eléctrico eje Lo Moreno,Activa,Municipalidad de Valparaíso,Área de Contrataciones,La Serena,Región del Maule,Carmen Díaz,Administrador de Contratos,1,Público,463592.0,Compra Agilizada,carmen.díaz@gobierno.cl
2025-10-14T15:00:00,Adquisición e Instalación de Vallas Peatonales,Activa,Servicio Nacional del Consumidor,Unidad de Compras,La Serena,Región de Antofagasta,Isabel Sánchez,Supervisor de Contratos,3,Mixto,159960.0,Convenio Marco,isabel.sánchez@gob.cl
2025-10-06T17:00:00,CONTRATACIÓN DEL SERVICIO DE PROTECCIÓN Y SEGURIDAD PARA EL CENTRO ELIGE VIVIR SANO DE CALDERA POR 24 MESES,Activa,Instituto de Previsión Social,Sección de Licitaciones,Temuco,Región del Biobío,Isabel Sánchez,Administrador de Contratos,3,Mixto,29834.0,Licitación Pública,isabel.sánchez@gobierno.cl
