CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario,EmailResponsablePago
1596-26-LQ25,ADQUISICION CAMION LIMPIA FOSAS COMUNA DE RAUCO,5,2025-10-07T15:00:00,Activa,ADQUISICION CAMION LIMPIA FOSAS COMUNA DE RAUCO,1,Público,306384.0,Licitación Pública,Municipalidad de Valparaíso,Área de Contrataciones,Maipú,Región de Coquimbo,Isabel Sánchez,Encargado de Licitaciones,isabel.sánchez@municipalidad.cl
1596-27-LP25,CONSULTORIA: ELABORACIÓN DE LOS ANTECEDENTES PARA LA CONFORMACIÓN DE ÁREAS METROPOLITANAS EN LA REGIÓN DEL MAULE,5,2025-10-21T13:19:00,Activa,CONSULTORIA: ELABORACIÓN DE LOS ANTECEDENTES PARA LA CONFORMACIÓN DE ÁREAS METROPOLITANAS EN LA REGIÓN DEL MAULE,3,Mixto,24793.0,Licitación Privada,Municipalidad de Santiago,Área de Contrataciones,Chillán,Región de La Araucanía,María González,Supervisor de Contratos,maría.gonzález@gob.cl
1605-103-LE25,LE-4058 Consultoría Aseguramiento Calidad Software,5,2025-10-06T16:00:00,Activa,LE-4058 Consultoría Aseguramiento Calidad Software,3,Mixto,43530.0,Compra Agilizada,Dirección del Trabajo,Unidad de Compras,La Serena,Región del Biobío,Ana Rodríguez,Especialista en Compras,ana.rodríguez@municipalidad.cl
1605-104-LE25,LE-4051 Servicio de Courier,5,2025-10-09T16:00:00,Activa,LE-4051 Servicio de Courier,3,Mixto,55114.0,Licitación Privada,Servicio Nacional del Consumidor,División de Compras,Maipú,Región de Antofagasta,Fernando Ramírez,Administrador de Contratos,fernando.ramírez@gobierno.cl
1605-105-LP25,LP-4033 Adquisición de equipamiento especializado,5,2025-10-20T16:00:00,Activa,LP-4033 Adquisición de equipamiento especializado,3,Mixto,33587.0,Subasta Inversa,Municipalidad de Valparaíso,Unidad de Compras,Providencia,Región de La Araucanía,María González,Especialista en Compras,maría.gonzález@gobierno.cl
1605-106-LP25,LP-3943 Renovación de licencias de Service Desk,5,2025-10-20T16:00:00,Activa,LP-3943 Renovación de licencias de Service Desk,1,Público,35305.0,Licitación Privada,Servicio Nacional de Salud,Sección de Licitaciones,Maipú,Región Metropolitana,Carlos Silva,Analista de Compras,carlos.silva@gob.cl
1605-107-LE25,LE-4100 Adquisición de workstation y desktop,5,2025-10-13T16:00:00,Activa,LE-4100 Adquisición de workstation y desktop,2,Privado,574443.0,Trato Directo,Ministerio de Salud,Área de Contrataciones,Antofagasta,Región de La Araucanía,Luis Fernández,Encargado de Licitaciones,luis.fernández@gob.cl
1605-108-LQ25,LP-4096 Licencias desarrollo seguro de software,5,2025-10-23T16:00:00,Activa,LP-4096 Licencias desarrollo seguro de software,1,Público,340621.0,Convenio Marco,Ministerio de Obras Públicas,Departamento de Adquisiciones,Valparaíso,Región de Coquimbo,Juan Pérez,Administrador de Contratos,juan.pérez@municipalidad.cl
1605-109-LR25,LR-4008 Implementación Modernización Renta Cloud,5,2025-11-04T16:00:00,Activa,LR-4008 Implementación Modernización Renta Cloud,3,Mixto,135286.0,Convenio Marco,Servicio Nacional del Consumidor,Unidad de Compras,Valparaíso,Región de Coquimbo,Carmen Díaz,Encargado de Licitaciones,carmen.díaz@gobierno.cl
1605-98-LQ25,LP-4023 Servicios de consultoría en materia de per,5,2025-10-06T16:00:00,Activa,LP-4023 Servicios de consultoría en materia de per,2,Privado,556233.0,Subasta Inversa,Ministerio de Obras Públicas,División de Compras,Providencia,Región de Los Lagos,Juan Pérez,Analista de Compras,juan.pérez@gobierno.cl
1606-19-LE25,consultoría para el desarrollo del plan de monitoreo y evaluación de largo plazo para el proyecto “Apoyo a la Estrategia Chilena de Transporte Sostenible - CLETS,5,2025-10-14T14:00:00,Activa,consultoría para el desarrollo del plan de monitoreo y evaluación de largo plazo para el proyecto “Apoyo a la Estrategia Chilena de Transporte Sostenible - CLETS,2,Privado,112890.0,Compra Agilizada,Municipalidad de Santiago,Departamento de Adquisiciones,Rancagua,Región de Tarapacá,Isabel Sánchez,Especialista en Compras,isabel.sánchez@gobierno.cl
1618-10-LE25,Suscripciones Adobe Acrobat Pro Gob,5,2025-10-08T16:00:00,Activa,Suscripciones Adobe Acrobat Pro Gob,3,Mixto,307428.0,Compra Agilizada,Instituto de Previsión Social,Unidad de Compras,Talca,Región del Maule,Carmen Díaz,Coordinador de Adquisiciones,carmen.díaz@municipalidad.cl
1622-14-LE25,SERVICIO EXTERNO DE MOVILIZACIÓN,5,2025-10-09T15:08:00,Activa,SERVICIO EXTERNO DE MOVILIZACIÓN,2,Privado,638417.0,Trato Directo,Superintendencia de Educación,División de Compras,Providencia,Región Aysén del General Carlos Ibáñez del Campo,Fernando Ramírez,Supervisor de Contratos,fernando.ramírez@gobierno.cl
1622-15-LE25,SERV. EXTERNO DE EX. DE IMAGENOLOGÍA DIAGNOSTICA,5,2025-10-13T19:51:00,Activa,SERV. EXTERNO DE EX. DE IMAGENOLOGÍA DIAGNOSTICA,1,Público,43527.0,Trato Directo,Dirección del Trabajo,Área de Contrataciones,Antofagasta,Región de Valparaíso,Fernando Ramírez,Administrador de Contratos,fernando.ramírez@gob.cl
162-31-LE25,Servicios de aseo y limpieza Provincia de Chiloé,5,2025-10-06T15:00:00,Activa,Servicios de aseo y limpieza Provincia de Chiloé,2,Privado,36238.0,Subasta Inversa,Servicio Nacional de Salud,División de Compras,Maipú,Región del Maule,Luis Fernández,Supervisor de Contratos,luis.fernández@municipalidad.cl
162-32-LE25,Servicios Eléctricos Laboratorio Quellón,5,2025-10-06T15:30:00,Activa,Servicios Eléctricos Laboratorio Quellón,2,Privado,38693.0,Licitación Pública,Instituto de Previsión Social,División de Compras,Chillán,Región del Maule,Mónica Herrera,Analista de Compras,mónica.herrera@municipalidad.cl
162-33-LE25,Servicios de Capacitación para  funcionarios.,5,2025-10-13T16:17:00,Activa,Servicios de Capacitación para  funcionarios.,3,Mixto,6291.0,Compra Agilizada,Superintendencia de Educación,Área de Contrataciones,La Serena,Región del Maule,Carlos Silva,Analista de Compras,carlos.silva@municipalidad.cl
1627-73-LE25,Insumos clínicos 27 plan de compras 2025,5,2025-10-10T15:30:00,Activa,Insumos clínicos 27 plan de compras 2025,2,Privado,35124.0,Licitación Pública,Gobierno Regional del Biobío,Sección de Licitaciones,Concepción,Región de Atacama,Carmen Díaz,Jefe de Compras,carmen.díaz@municipalidad.cl
1627-74-LE25,Insumos clínicos 28 plan de compras 2025,5,2025-10-10T17:30:00,Activa,Insumos clínicos 28 plan de compras 2025,2,Privado,86487.0,Licitación Pública,Instituto de Previsión Social,Sección de Licitaciones,Concepción,Región de Valparaíso,Mónica Herrera,Analista de Compras,mónica.herrera@municipalidad.cl
1634-2-LR25,PROYECTO CONSERVACIÓN INFRAESTRUCTURA REDES DE GASES CLÍNICOS HOSPITAL LLAY LLAY – RRFF,5,2025-10-06T17:00:00,Activa,PROYECTO CONSERVACIÓN INFRAESTRUCTURA REDES DE GASES CLÍNICOS HOSPITAL LLAY LLAY – RRFF,3,Mixto,239826.0,Licitación Privada,Superintendencia de Educación,Sección de Licitaciones,Providencia,Región de Valparaíso,Fernando Ramírez,Administrador de Contratos,fernando.ramírez@municipalidad.cl
1641-360-LR25,SFR - SUMINISTRO DE BOLSAS DE OSTOMÍA RECORTABLES,5,2025-10-06T16:00:00,Activa,SFR - SUMINISTRO DE BOLSAS DE OSTOMÍA RECORTABLES,2,Privado,50990.0,Compra Agilizada,Municipalidad de Concepción,Área de Contrataciones,Rancagua,Región del Libertador General Bernardo O'Higgins,Isabel Sánchez,Administrador de Contratos,isabel.sánchez@gob.cl
1641-390-LP25,NRB-SERV. PROF.Y ADMIN. DE APOYO PARA ACTIVIDADES ,5,2025-10-13T16:00:00,Activa,NRB-SERV. PROF.Y ADMIN. DE APOYO PARA ACTIVIDADES ,3,Mixto,196258.0,Licitación Privada,Fiscalía Nacional,Unidad de Compras,La Serena,Región del Libertador General Bernardo O'Higgins,Fernando Ramírez,Analista de Compras,fernando.ramírez@gob.cl
1641-403-LP25,JLG - DETERMINACIONES PESQUINA NEONATAL AMPLIADA FLUOROMETRIA,5,2025-10-13T16:00:00,Activa,JLG - DETERMINACIONES PESQUINA NEONATAL AMPLIADA FLUOROMETRIA,2,Privado,577315.0,Licitación Pública,Gobierno Regional del Biobío,División de Compras,Ñuñoa,Región de Atacama,Patricia López,Jefe de Compras,patricia.lópez@gobierno.cl
1641-405-LP25,MJC-AGUJAS FISTULAS Y FILTROS DE HEMODIALISIS,5,2025-10-10T17:01:00,Activa,MJC-AGUJAS FISTULAS Y FILTROS DE HEMODIALISIS,2,Privado,25466.0,Subasta Inversa,Superintendencia de Educación,Sección de Licitaciones,Providencia,Región Aysén del General Carlos Ibáñez del Campo,Diego Morales,Jefe de Compras,diego.morales@municipalidad.cl
1641-410-LP25,DGC - SUMINISTRO DE INSUMOS PARA MÁQUINA REENVASADORA FARHOS,5,2025-10-06T16:00:00,Activa,DGC - SUMINISTRO DE INSUMOS PARA MÁQUINA REENVASADORA FARHOS,1,Público,56844.0,Licitación Pública,Ministerio de Educación,Área de Contrataciones,Antofagasta,Región del Maule,Roberto Martínez,Jefe de Compras,roberto.martínez@municipalidad.cl
1641-419-LR25,DGC - SUMINISTRO DE PREPARACIONES DE QUIMIOTERAPIA CON DROGA INCLUIDA,5,2025-10-16T17:00:00,Activa,DGC - SUMINISTRO DE PREPARACIONES DE QUIMIOTERAPIA CON DROGA INCLUIDA,2,Privado,10443.0,Compra Agilizada,Gobierno Regional de Valparaíso,Área de Contrataciones,Rancagua,Región de Tarapacá,Roberto Martínez,Encargado de Licitaciones,roberto.martínez@gobierno.cl
1641-428-LP25,PSG - SUMINISTRO DE PROTESIS ENDOVASCULAR ANEURISMA AORTOILIACO,5,2025-10-06T16:00:00,Activa,PSG - SUMINISTRO DE PROTESIS ENDOVASCULAR ANEURISMA AORTOILIACO,2,Privado,22437.0,Compra Agilizada,Municipalidad de Concepción,Unidad de Compras,Viña del Mar,Región de Coquimbo,Patricia López,Supervisor de Contratos,patricia.lópez@gob.cl
1641-432-LP25,MJC-INSUMOS PERITONEO DIALISIS,5,2025-10-10T17:00:00,Activa,MJC-INSUMOS PERITONEO DIALISIS,1,Público,856914.0,Compra Agilizada,Municipalidad de Concepción,Unidad de Compras,Antofagasta,Región del Libertador General Bernardo O'Higgins,Fernando Ramírez,Analista de Compras,fernando.ramírez@municipalidad.cl
1641-439-LP25,SFR - INTRODUCTOR MARCAPASO Y SONDA,5,2025-10-21T16:00:00,Activa,SFR - INTRODUCTOR MARCAPASO Y SONDA,2,Privado,144455.0,Licitación Privada,Gobierno Regional del Biobío,División de Compras,Chillán,Región de Coquimbo,Diego Morales,Especialista en Compras,diego.morales@gobierno.cl
1641-440-LE25,MJC-PAQUETE DE ANESTESIA REGIONAL DESECHABLE,5,2025-10-06T17:00:00,Activa,MJC-PAQUETE DE ANESTESIA REGIONAL DESECHABLE,1,Público,1306539.0,Subasta Inversa,Instituto de Previsión Social,Unidad de Compras,Ñuñoa,Región del Libertador General Bernardo O'Higgins,Juan Pérez,Administrador de Contratos,juan.pérez@gobierno.cl
1641-445-LP25,DGC - SERVICIOS MEDICOS PARA ACTIVIDADES CLINICAS QUE ASEGUREN LA CONTINUIDAD DE LOS SERVICIOS URGENCIA III,5,2025-10-06T17:00:00,Activa,DGC - SERVICIOS MEDICOS PARA ACTIVIDADES CLINICAS QUE ASEGUREN LA CONTINUIDAD DE LOS SERVICIOS URGENCIA III,3,Mixto,356540.0,Licitación Privada,Fiscalía Nacional,Sección de Licitaciones,Talca,Región del Biobío,Luis Fernández,Supervisor de Contratos,luis.fernández@gobierno.cl
1641-446-LP25,JLG - SERV. MEDICOS ACT. CLINICAS URGENCIAS,5,2025-10-06T16:00:00,Activa,JLG - SERV. MEDICOS ACT. CLINICAS URGENCIAS,3,Mixto,66933.0,Subasta Inversa,Gobierno Regional del Biobío,Área de Contrataciones,La Serena,Región del Maule,Roberto Martínez,Encargado de Licitaciones,roberto.martínez@gob.cl
1641-447-LP25,JVV - SERVICIOS MEDICOS PARA ACTIVIDADES CLINICAS URGENCIAS I,5,2025-10-06T16:00:00,Activa,JVV - SERVICIOS MEDICOS PARA ACTIVIDADES CLINICAS URGENCIAS I,2,Privado,657704.0,Trato Directo,Ministerio de Obras Públicas,Área de Contrataciones,Las Condes,Región Metropolitana,Mónica Herrera,Supervisor de Contratos,mónica.herrera@gob.cl
1641-449-LP25,SFR - SERV MED PARA ACT CLINIC HOSPITALIZADOS II,5,2025-10-06T16:00:00,Activa,SFR - SERV MED PARA ACT CLINIC HOSPITALIZADOS II,3,Mixto,501042.0,Licitación Pública,Municipalidad de Concepción,Sección de Licitaciones,Punta Arenas,Región de Los Ríos,Carmen Díaz,Coordinador de Adquisiciones,carmen.díaz@gobierno.cl
1641-450-LP25,MJC-SER.MED. ACTI.CLINICAS SERV HOSPITALIZADOS III,5,2025-10-06T17:00:00,Activa,MJC-SER.MED. ACTI.CLINICAS SERV HOSPITALIZADOS III,1,Público,4872168.0,Licitación Privada,Ministerio de Obras Públicas,Sección de Licitaciones,Providencia,Región de Antofagasta,Roberto Martínez,Especialista en Compras,roberto.martínez@municipalidad.cl
1641-452-LP25,PSG - SERV MED PARA ACT CLINIC HOSPITALIZADOS I,5,2025-10-06T16:00:00,Activa,PSG - SERV MED PARA ACT CLINIC HOSPITALIZADOS I,1,Público,51493.0,Compra Agilizada,Servicio de Impuestos Internos,Sección de Licitaciones,Punta Arenas,Región de Coquimbo,Ana Rodríguez,Encargado de Licitaciones,ana.rodríguez@gob.cl
1641-460-LE25,SFR - SONDAS PARA NEONATOLOGÍA,5,2025-10-10T17:00:00,Activa,SFR - SONDAS PARA NEONATOLOGÍA,1,Público,155358.0,Trato Directo,Servicio de Impuestos Internos,Área de Contrataciones,Antofagasta,Región del Maule,Carmen Díaz,Coordinador de Adquisiciones,carmen.díaz@gobierno.cl
1641-461-LP25,MJC-SUMINISTRO INSUMOS DIALISIS PERITONEAL,5,2025-10-21T16:00:00,Activa,MJC-SUMINISTRO INSUMOS DIALISIS PERITONEAL,1,Público,485762.0,Compra Agilizada,Ministerio de Educación,Sección de Licitaciones,La Serena,Región de Atacama,Isabel Sánchez,Encargado de Licitaciones,isabel.sánchez@gobierno.cl
1641-463-LE25,DGC - SUMINISTRO DE BEZAFIBRATO 400 MG CM,5,2025-10-07T16:00:00,Activa,DGC - SUMINISTRO DE BEZAFIBRATO 400 MG CM,3,Mixto,93702.0,Convenio Marco,Ministerio de Educación,Departamento de Adquisiciones,La Serena,Región de Valparaíso,Carlos Silva,Analista de Compras,carlos.silva@gobierno.cl
1641-464-H225,DFR - “SERVICIO DE CONSULTAS Y CIRUGIAS OFTALMOLÓG,5,2025-10-22T16:00:00,Activa,DFR - “SERVICIO DE CONSULTAS Y CIRUGIAS OFTALMOLÓG,2,Privado,436982.0,Compra Agilizada,Instituto de Previsión Social,Unidad de Compras,Punta Arenas,Región de Atacama,Luis Fernández,Coordinador de Adquisiciones,luis.fernández@gob.cl
1641-470-LE25,FMM - SERV. DE MANTENCIÓN PREV. Y CORR. DE TEST DE ESFUERZO,5,2025-10-13T16:00:00,Activa,FMM - SERV. DE MANTENCIÓN PREV. Y CORR. DE TEST DE ESFUERZO,3,Mixto,109126.0,Licitación Privada,Servicio Nacional de Salud,Unidad de Compras,Antofagasta,Región de La Araucanía,Carlos Silva,Supervisor de Contratos,carlos.silva@gob.cl
1641-478-LE25,FMM - PROCEDIMIENTOS DE ENFERMERÍA PARA U. DE GASTROENTEROLOGÍA,5,2025-10-13T16:00:00,Activa,FMM - PROCEDIMIENTOS DE ENFERMERÍA PARA U. DE GASTROENTEROLOGÍA,3,Mixto,138987.0,Licitación Privada,Ministerio de Salud,Área de Contrataciones,Concepción,Región de Los Ríos,Carlos Silva,Supervisor de Contratos,carlos.silva@gobierno.cl
1641-488-LP25,CCV - SERVICIO DE HOSPITALIZACIÓN PACIENTES PEDIÁTRICOS CRÓNICOS VENTILADOS,5,2025-10-22T16:00:00,Activa,CCV - SERVICIO DE HOSPITALIZACIÓN PACIENTES PEDIÁTRICOS CRÓNICOS VENTILADOS,2,Privado,298680.0,Convenio Marco,Servicio de Impuestos Internos,Unidad de Compras,Maipú,Región Aysén del General Carlos Ibáñez del Campo,Roberto Martínez,Especialista en Compras,roberto.martínez@gobierno.cl
1641-489-LP25,WFS - MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CÁM,5,2025-10-22T16:00:00,Activa,WFS - MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CÁM,1,Público,106260.0,Trato Directo,Municipalidad de Santiago,Departamento de Adquisiciones,Santiago,Región de Valparaíso,Luis Fernández,Analista de Compras,luis.fernández@municipalidad.cl
1642-39-LE25,SS TRASLADO EN AMBULANCIA CON CAMILLA BARIÁTRICA,5,2025-10-06T19:30:00,Activa,SS TRASLADO EN AMBULANCIA CON CAMILLA BARIÁTRICA,3,Mixto,34812.0,Subasta Inversa,Municipalidad de Concepción,Área de Contrataciones,Talca,Región de Valparaíso,Carmen Díaz,Encargado de Licitaciones,carmen.díaz@gob.cl
1643-94-LR25,SERVICIO DE PERSONAL ADMINISTRATIVO Y AUXILIARES,5,2025-10-10T17:00:00,Activa,SERVICIO DE PERSONAL ADMINISTRATIVO Y AUXILIARES,1,Público,178233.0,Convenio Marco,Servicio Nacional de Salud,Sección de Licitaciones,Ñuñoa,Región Aysén del General Carlos Ibáñez del Campo,Roberto Martínez,Jefe de Compras,roberto.martínez@municipalidad.cl
1643-97-LE25,SERVICIO DE MC Y MP PARA AMBULANCIAS DEL HTA,5,2025-10-10T17:00:00,Activa,SERVICIO DE MC Y MP PARA AMBULANCIAS DEL HTA,1,Público,37583.0,Licitación Pública,Servicio Nacional del Consumidor,Departamento de Adquisiciones,Ñuñoa,Región Metropolitana,Ana Rodríguez,Analista de Compras,ana.rodríguez@gob.cl
1643-98-LP25,SERVICIO DE ASEO NO CLÍNICO,5,2025-10-22T17:00:00,Activa,SERVICIO DE ASEO NO CLÍNICO,1,Público,50063.0,Licitación Privada,Gobierno Regional de Valparaíso,División de Compras,Santiago,Región de Antofagasta,Mónica Herrera,Jefe de Compras,mónica.herrera@gob.cl
1643-99-LE25,SUMINISTRO DE BAJADAS Y JERINGAS ENTERAL RTH,5,2025-10-13T15:01:00,Activa,SUMINISTRO DE BAJADAS Y JERINGAS ENTERAL RTH,3,Mixto,50316.0,Compra Agilizada,Gobierno Regional del Biobío,Departamento de Adquisiciones,Maipú,Región de La Araucanía,Fernando Ramírez,Analista de Compras,fernando.ramírez@gobierno.cl
1655-47-LE25,SERVICIO DE HABILITACIÓN SALÓN MULTIUSO CESFAM PVI,5,2025-10-13T17:00:00,Activa,SERVICIO DE HABILITACIÓN SALÓN MULTIUSO CESFAM PVI,2,Privado,101596.0,Subasta Inversa,Municipalidad de Valparaíso,Departamento de Adquisiciones,Talca,Región de Tarapacá,Isabel Sánchez,Encargado de Licitaciones,isabel.sánchez@gob.cl
1656-27-LE25,SERVICIO DE TRANSPORTE DE PERSONAS DAS Y USO,5,2025-10-13T16:00:00,Activa,SERVICIO DE TRANSPORTE DE PERSONAS DAS Y USO,2,Privado,380842.0,Compra Agilizada,Gobierno Regional del Biobío,Departamento de Adquisiciones,Santiago,Región de Valparaíso,Mónica Herrera,Encargado de Licitaciones,mónica.herrera@municipalidad.cl
1658-242-LR25,P.124-2025 “REPOSICIÓN CESFAM VILLA ALEGRE PEDRO PASTOR ARAYA TEMUCO”,5,2025-10-28T11:00:00,Activa,P.124-2025 “REPOSICIÓN CESFAM VILLA ALEGRE PEDRO PASTOR ARAYA TEMUCO”,1,Público,11234084.0,Convenio Marco,Ministerio de Obras Públicas,Departamento de Adquisiciones,Santiago,Región de Coquimbo,Luis Fernández,Analista de Compras,luis.fernández@municipalidad.cl
1658-319-LR25,P. 185-2025 “SERVICIO DE PROVISIÓN PERSONAL DE APOYO PARA RECOLECCIÓN DE RESIDUOS SÓLIDOS DOMICILIARIOS Y ASIMILABLES DE LA COMUNA DE TEMUCO”,5,2025-10-24T15:30:00,Activa,P. 185-2025 “SERVICIO DE PROVISIÓN PERSONAL DE APOYO PARA RECOLECCIÓN DE RESIDUOS SÓLIDOS DOMICILIARIOS Y ASIMILABLES DE LA COMUNA DE TEMUCO”,3,Mixto,3241138.0,Convenio Marco,Gobierno Regional de Valparaíso,División de Compras,Chillán,Región de Magallanes y de la Antártica Chilena,Carlos Silva,Coordinador de Adquisiciones,carlos.silva@gobierno.cl
1658-327-LR25,P. 198-2025 “CONTRATO DE SUMINISTRO PARA SERVICIO DE DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS INERTES”,5,2025-10-06T16:00:00,Activa,P. 198-2025 “CONTRATO DE SUMINISTRO PARA SERVICIO DE DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS INERTES”,2,Privado,72781.0,Convenio Marco,Fiscalía Nacional,Área de Contrataciones,Santiago,Región del Maule,Juan Pérez,Administrador de Contratos,juan.pérez@municipalidad.cl
1658-369-LQ25,P. 230-2025 “CONTRATO DE SUMINISTRO PARA DISEÑO DE VEREDAS TEMUCO”,5,2025-10-06T15:30:00,Activa,P. 230-2025 “CONTRATO DE SUMINISTRO PARA DISEÑO DE VEREDAS TEMUCO”,2,Privado,50034.0,Subasta Inversa,Servicio Nacional del Consumidor,Sección de Licitaciones,Talca,Región de Los Lagos,Mónica Herrera,Supervisor de Contratos,mónica.herrera@gob.cl
1658-373-LE25,P.227-2025 VEHICULO DE SEGURIDAD PUBLICA BARRIO NORTE - PROYECTO CODIGO BIP N°40037419-0,5,2025-10-29T17:00:00,Activa,P.227-2025 VEHICULO DE SEGURIDAD PUBLICA BARRIO NORTE - PROYECTO CODIGO BIP N°40037419-0,2,Privado,16135.0,Convenio Marco,Instituto de Previsión Social,División de Compras,Rancagua,Región de Los Ríos,Ana Rodríguez,Analista de Compras,ana.rodríguez@municipalidad.cl
1658-374-LR25,P.223-2025 MANTENCIÓN DE LA RED DE SEMÁFOROS BALIZAS Y OTROS DE LA COMUNA DE TEMUCO,5,2025-10-13T15:15:00,Activa,P.223-2025 MANTENCIÓN DE LA RED DE SEMÁFOROS BALIZAS Y OTROS DE LA COMUNA DE TEMUCO,3,Mixto,98590.0,Compra Agilizada,Instituto de Previsión Social,División de Compras,Valparaíso,Región del Biobío,Isabel Sánchez,Especialista en Compras,isabel.sánchez@gobierno.cl
1658-381-LE25,P.233-2025 SERVICIO DE INTERNET PARA JARDINES INFANTILES VTF DE LA MUNICIPALIDAD DE TEMUCO,5,2025-10-10T17:00:00,Activa,P.233-2025 SERVICIO DE INTERNET PARA JARDINES INFANTILES VTF DE LA MUNICIPALIDAD DE TEMUCO,3,Mixto,311992.0,Licitación Privada,Gobierno Regional del Biobío,Unidad de Compras,Valparaíso,Región de Atacama,Luis Fernández,Encargado de Licitaciones,luis.fernández@municipalidad.cl
1658-388-LQ25,P. 242-2025 “CONCESIÓN  APARCADERO MUNICIPAL”,5,2025-11-03T15:30:00,Activa,P. 242-2025 “CONCESIÓN  APARCADERO MUNICIPAL”,2,Privado,70047.0,Licitación Privada,Dirección del Trabajo,Área de Contrataciones,Temuco,Región Aysén del General Carlos Ibáñez del Campo,Luis Fernández,Encargado de Licitaciones,luis.fernández@gob.cl
1658-398-LE25,P.255-2025 SERVICIO DE PRODUCCIÓN DE EVENTOS PARA EL DESARROLLO DE LA EXPO FLORES EN PRO DE LA SUSTENTABILIDAD,5,2025-10-08T11:00:00,Activa,P.255-2025 SERVICIO DE PRODUCCIÓN DE EVENTOS PARA EL DESARROLLO DE LA EXPO FLORES EN PRO DE LA SUSTENTABILIDAD,1,Público,262233.0,Licitación Pública,Gobierno Regional del Biobío,Unidad de Compras,Maipú,Región del Libertador General Bernardo O'Higgins,Luis Fernández,Encargado de Licitaciones,luis.fernández@gobierno.cl
1658-404-L125,S12-25/DIRECCION DE TURISMO/MUSEO FERROVIARIO/PROVISION E INSTALACION DE CANALETAS AGUAS LLUVIAS MUSEO FERROVIARIO,5,2025-10-10T17:00:00,Activa,S12-25/DIRECCION DE TURISMO/MUSEO FERROVIARIO/PROVISION E INSTALACION DE CANALETAS AGUAS LLUVIAS MUSEO FERROVIARIO,2,Privado,1067279.0,Compra Agilizada,Municipalidad de Valparaíso,Departamento de Adquisiciones,Ñuñoa,Región de Tarapacá,Roberto Martínez,Administrador de Contratos,roberto.martínez@municipalidad.cl
1658-405-L125,S00-25/DIRECCION DE PERSONAS/DEPTO BIENESTAR MUNICIPAL/SERVICIO DE EVENTO CEREMONIA DE PREMIACION AÑOS DE SERVICIO,5,2025-10-09T17:00:00,Activa,S00-25/DIRECCION DE PERSONAS/DEPTO BIENESTAR MUNICIPAL/SERVICIO DE EVENTO CEREMONIA DE PREMIACION AÑOS DE SERVICIO,2,Privado,9963.0,Subasta Inversa,Ministerio de Obras Públicas,Unidad de Compras,Viña del Mar,Región de Valparaíso,Ana Rodríguez,Especialista en Compras,ana.rodríguez@municipalidad.cl
1660-81-L125,COMPRA DE SERVICIOS DE MÉDICO POR 30 PRESTACIONES EJECUTADAS DESDE OCTUBRE 2025 PARA HOSPITAL DE SALAMANCA,5,2025-10-07T18:09:00,Activa,COMPRA DE SERVICIOS DE MÉDICO POR 30 PRESTACIONES EJECUTADAS DESDE OCTUBRE 2025 PARA HOSPITAL DE SALAMANCA,3,Mixto,72468.0,Compra Agilizada,Servicio Nacional del Consumidor,División de Compras,Maipú,Región de Los Lagos,Fernando Ramírez,Administrador de Contratos,fernando.ramírez@municipalidad.cl
1660-82-L125,"COMPRA DE SERVICIO DE ODONTÓLOGO/A PARA EL HOSPITAL DE SALAMANCA, PARA EL PROGRAMA SEMBRANDO SONRISAS 2025, 2DO SEMESTRE",5,2025-10-07T18:49:00,Activa,"COMPRA DE SERVICIO DE ODONTÓLOGO/A PARA EL HOSPITAL DE SALAMANCA, PARA EL PROGRAMA SEMBRANDO SONRISAS 2025, 2DO SEMESTRE",2,Privado,49995.0,Subasta Inversa,Municipalidad de Valparaíso,Departamento de Adquisiciones,Las Condes,Región de Atacama,Patricia López,Especialista en Compras,patricia.lópez@gobierno.cl
1660-83-L125,CONTRATACIÓN DE CIRUJANO/A DENTISTA PARA AUDITORIA DE PROGRAMAS MAS SONRISAS PARA CHILE Y ODONTOLÓGICO INTEGRAL DEL HOMBRE (OIH) 2025,5,2025-10-07T20:07:00,Activa,CONTRATACIÓN DE CIRUJANO/A DENTISTA PARA AUDITORIA DE PROGRAMAS MAS SONRISAS PARA CHILE Y ODONTOLÓGICO INTEGRAL DEL HOMBRE (OIH) 2025,3,Mixto,175339.0,Licitación Privada,Ministerio de Salud,Unidad de Compras,Chillán,Región Aysén del General Carlos Ibáñez del Campo,Carlos Silva,Coordinador de Adquisiciones,carlos.silva@gob.cl
1663-165-LQ25,SUMINISTRO DE ASEO,5,2025-10-15T17:00:00,Activa,SUMINISTRO DE ASEO,1,Público,242254.0,Licitación Pública,Dirección del Trabajo,Departamento de Adquisiciones,Concepción,Región de Antofagasta,Mónica Herrera,Supervisor de Contratos,mónica.herrera@gobierno.cl
